"year","state","county_name","party","candidatevotes"
2024,"Tennessee","County 0742","REPUBLICAN",4303
2024,"Tennessee","County 0742","DEMOCRAT",3531
2024,"Texas","County 0743","REPUBLICAN",2842
2024,"Texas","County 0743","DEMOCRAT",2426
2024,"Utah","County 0744","REPUBLICAN",16366
2024,"Utah","County 0744","DEMOCRAT",9044
2024,"Vermont","County 0745","REPUBLICAN",12391
2024,"Vermont","County 0745","DEMOCRAT",13088
2024,"Virginia","County 0746","REPUBLICAN",17505
2024,"Virginia","County 0746","DEMOCRAT",24658
2024,"Washington","County 0747","REPUBLICAN",19786
2024,"Washington","County 0747","DEMOCRAT",10695
2024,"West Virginia","County 0748","REPUBLICAN",3644
2024,"West Virginia","County 0748","DEMOCRAT",1173
2024,"Wisconsin","County 0749","REPUBLICAN",829
2024,"Wisconsin","County 0749","DEMOCRAT",242
2024,"Wyoming","County 0750","REPUBLICAN",3322
2024,"Wyoming","County 0750","DEMOCRAT",7904
2024,"Alabama","County 0751","REPUBLICAN",6102
2024,"Alabama","County 0751","DEMOCRAT",3735
2024,"Alaska","County 0752","REPUBLICAN",1957
2024,"Alaska","County 0752","DEMOCRAT",1000
2024,"Arizona","County 0753","REPUBLICAN",22491
2024,"Arizona","County 0753","DEMOCRAT",16867
2024,"Arkansas","County 0754","REPUBLICAN",1595
2024,"Arkansas","County 0754","DEMOCRAT",5336
2024,"California","County 0755","REPUBLICAN",3372
2024,"California","County 0755","DEMOCRAT",1228
2024,"Colorado","County 0756","REPUBLICAN",1814
2024,"Colorado","County 0756","DEMOCRAT",736
2024,"Connecticut","County 0757","REPUBLICAN",4489
2024,"Connecticut","County 0757","DEMOCRAT",4160
2024,"Delaware","County 0758","REPUBLICAN",25650
2024,"Delaware","County 0758","DEMOCRAT",5853
2024,"Florida","County 0759","REPUBLICAN",39763
2024,"Florida","County 0759","DEMOCRAT",25374
2024,"Georgia","County 0760","REPUBLICAN",21702
2024,"Georgia","County 0760","DEMOCRAT",18593
2024,"Hawaii","County 0761","REPUBLICAN",2188
2024,"Hawaii","County 0761","DEMOCRAT",658
2024,"Idaho","County 0762","REPUBLICAN",7223
2024,"Idaho","County 0762","DEMOCRAT",1512
2024,"Illinois","County 0763","REPUBLICAN",13304
2024,"Illinois","County 0763","DEMOCRAT",4264
2024,"Indiana","County 0764","REPUBLICAN",10449
2024,"Indiana","County 0764","DEMOCRAT",3163
2024,"Iowa","County 0765","REPUBLICAN",4874
2024,"Iowa","County 0765","DEMOCRAT",1623
2024,"Kansas","County 0766","REPUBLICAN",4014
2024,"Kansas","County 0766","DEMOCRAT",3804
2024,"Kentucky","County 0767","REPUBLICAN",39226
2024,"Kentucky","County 0767","DEMOCRAT",36461
2024,"Louisiana","County 0768","REPUBLICAN",6024
2024,"Louisiana","County 0768","DEMOCRAT",1150
2024,"Maine","County 0769","REPUBLICAN",10083
2024,"Maine","County 0769","DEMOCRAT",6795
2024,"Maryland","County 0770","REPUBLICAN",2672
2024,"Maryland","County 0770","DEMOCRAT",102
2024,"Massachusetts","County 0771","REPUBLICAN",2166
2024,"Massachusetts","County 0771","DEMOCRAT",655
2024,"Michigan","County 0772","REPUBLICAN",13799
2024,"Michigan","County 0772","DEMOCRAT",7208
2024,"Minnesota","County 0773","REPUBLICAN",17347
2024,"Minnesota","County 0773","DEMOCRAT",9676
2024,"Mississippi","County 0774","REPUBLICAN",2231
2024,"Mississippi","County 0774","DEMOCRAT",3595
2024,"Missouri","County 0775","REPUBLICAN",3086
2024,"Missouri","County 0775","DEMOCRAT",2792
2024,"Montana","County 0776","REPUBLICAN",13793
2024,"Montana","County 0776","DEMOCRAT",18125
2024,"Nebraska","County 0777","REPUBLICAN",7973
2024,"Nebraska","County 0777","DEMOCRAT",5706
2024,"Nevada","County 0778","REPUBLICAN",4200
2024,"Nevada","County 0778","DEMOCRAT",2703
2024,"New Hampshire","County 0779","REPUBLICAN",5852
2024,"New Hampshire","County 0779","DEMOCRAT",2834
2024,"New Jersey","County 0780","REPUBLICAN",3098
2024,"New Jersey","County 0780","DEMOCRAT",1635
2024,"New Mexico","County 0781","REPUBLICAN",1202
2024,"New Mexico","County 0781","DEMOCRAT",624
2024,"New York","County 0782","REPUBLICAN",7349
2024,"New York","County 0782","DEMOCRAT",6832
2024,"North Carolina","County 0783","REPUBLICAN",9290
2024,"North Carolina","County 0783","DEMOCRAT",6506
2024,"North Dakota","County 0784","REPUBLICAN",4691
2024,"North Dakota","County 0784","DEMOCRAT",710
2024,"Ohio","County 0785","REPUBLICAN",11238
2024,"Ohio","County 0785","DEMOCRAT",4003
2024,"Oklahoma","County 0786","REPUBLICAN",1034
2024,"Oklahoma","County 0786","DEMOCRAT",699
2024,"Oregon","County 0787","REPUBLICAN",26911
2024,"Oregon","County 0787","DEMOCRAT",14839
2024,"Pennsylvania","County 0788","REPUBLICAN",3620
2024,"Pennsylvania","County 0788","DEMOCRAT",2415
2024,"Rhode Island","County 0789","REPUBLICAN",1651
2024,"Rhode Island","County 0789","DEMOCRAT",488
2024,"South Carolina","County 0790","REPUBLICAN",1487
2024,"South Carolina","County 0790","DEMOCRAT",657
2024,"South Dakota","County 0791","REPUBLICAN",35345
2024,"South Dakota","County 0791","DEMOCRAT",17365
2024,"Tennessee","County 0792","REPUBLICAN",1096
2024,"Tennessee","County 0792","DEMOCRAT",290
2024,"Texas","County 0793","REPUBLICAN",47637
2024,"Texas","County 0793","DEMOCRAT",18997
2024,"Utah","County 0794","REPUBLICAN",23578
2024,"Utah","County 0794","DEMOCRAT",12856
2024,"Vermont","County 0795","REPUBLICAN",16413
2024,"Vermont","County 0795","DEMOCRAT",12204
2024,"Virginia","County 0796","REPUBLICAN",17559
2024,"Virginia","County 0796","DEMOCRAT",9067
2024,"Washington","County 0797","REPUBLICAN",31910
2024,"Washington","County 0797","DEMOCRAT",23160
2024,"West Virginia","County 0798","REPUBLICAN",8680
2024,"West Virginia","County 0798","DEMOCRAT",7641
2024,"Wisconsin","County 0799","REPUBLICAN",1689
2024,"Wisconsin","County 0799","DEMOCRAT",2277
2024,"Wyoming","County 0800","REPUBLICAN",2241
2024,"Wyoming","County 0800","DEMOCRAT",1845
2024,"Alabama","County 0801","REPUBLICAN",4940
2024,"Alabama","County 0801","DEMOCRAT",5998
2024,"Alaska","County 0802","REPUBLICAN",1737
2024,"Alaska","County 0802","DEMOCRAT",330
2024,"Arizona","County 0803","REPUBLICAN",19706
2024,"Arizona","County 0803","DEMOCRAT",17179
2024,"Arkansas","County 0804","REPUBLICAN",743
2024,"Arkansas","County 0804","DEMOCRAT",441
2024,"California","County 0805","REPUBLICAN",7273
2024,"California","County 0805","DEMOCRAT",13171
2024,"Colorado","County 0806","REPUBLICAN",2970
2024,"Colorado","County 0806","DEMOCRAT",2055
2024,"Connecticut","County 0807","REPUBLICAN",10663
2024,"Connecticut","County 0807","DEMOCRAT",5797
2024,"Delaware","County 0808","REPUBLICAN",4523
2024,"Delaware","County 0808","DEMOCRAT",907
2024,"Florida","County 0809","REPUBLICAN",17434
2024,"Florida","County 0809","DEMOCRAT",3421
2024,"Georgia","County 0810","REPUBLICAN",922
2024,"Georgia","County 0810","DEMOCRAT",359
2024,"Hawaii","County 0811","REPUBLICAN",785
2024,"Hawaii","County 0811","DEMOCRAT",431
2024,"Idaho","County 0812","REPUBLICAN",1817
2024,"Idaho","County 0812","DEMOCRAT",798
2024,"Illinois","County 0813","REPUBLICAN",6912
2024,"Illinois","County 0813","DEMOCRAT",900
2024,"Indiana","County 0814","REPUBLICAN",8629
2024,"Indiana","County 0814","DEMOCRAT",2716
2024,"Iowa","County 0815","REPUBLICAN",958
2024,"Iowa","County 0815","DEMOCRAT",689
2024,"Kansas","County 0816","REPUBLICAN",78847
2024,"Kansas","County 0816","DEMOCRAT",43317
2024,"Kentucky","County 0817","REPUBLICAN",38599
2024,"Kentucky","County 0817","DEMOCRAT",25363
2024,"Louisiana","County 0818","REPUBLICAN",74797
2024,"Louisiana","County 0818","DEMOCRAT",34113
2024,"Maine","County 0819","REPUBLICAN",1056
2024,"Maine","County 0819","DEMOCRAT",201
2024,"Maryland","County 0820","REPUBLICAN",392
2024,"Maryland","County 0820","DEMOCRAT",303
2024,"Massachusetts","County 0821","REPUBLICAN",2745
2024,"Massachusetts","County 0821","DEMOCRAT",967
2024,"Michigan","County 0822","REPUBLICAN",7536
2024,"Michigan","County 0822","DEMOCRAT",4527
2024,"Minnesota","County 0823","REPUBLICAN",9514
2024,"Minnesota","County 0823","DEMOCRAT",3530
2024,"Mississippi","County 0824","REPUBLICAN",1204
2024,"Mississippi","County 0824","DEMOCRAT",1613
2024,"Missouri","County 0825","REPUBLICAN",5121
2024,"Missouri","County 0825","DEMOCRAT",9907
2024,"Montana","County 0826","REPUBLICAN",1055
2024,"Montana","County 0826","DEMOCRAT",895
2024,"Nebraska","County 0827","REPUBLICAN",266552
2024,"Nebraska","County 0827","DEMOCRAT",65565
2024,"Nevada","County 0828","REPUBLICAN",12908
2024,"Nevada","County 0828","DEMOCRAT",14252
2024,"New Hampshire","County 0829","REPUBLICAN",42978
2024,"New Hampshire","County 0829","DEMOCRAT",22885
2024,"New Jersey","County 0830","REPUBLICAN",53011
2024,"New Jersey","County 0830","DEMOCRAT",9477
2024,"New Mexico","County 0831","REPUBLICAN",1988
2024,"New Mexico","County 0831","DEMOCRAT",1527
2024,"New York","County 0832","REPUBLICAN",1484
2024,"New York","County 0832","DEMOCRAT",883
2024,"North Carolina","County 0833","REPUBLICAN",3578
2024,"North Carolina","County 0833","DEMOCRAT",5042
2024,"North Dakota","County 0834","REPUBLICAN",3821
2024,"North Dakota","County 0834","DEMOCRAT",2321
2024,"Ohio","County 0835","REPUBLICAN",40219
2024,"Ohio","County 0835","DEMOCRAT",13982
2024,"Oklahoma","County 0836","REPUBLICAN",4525
2024,"Oklahoma","County 0836","DEMOCRAT",5809
2024,"Oregon","County 0837","REPUBLICAN",47228
2024,"Oregon","County 0837","DEMOCRAT",17689
2024,"Pennsylvania","County 0838","REPUBLICAN",4168
2024,"Pennsylvania","County 0838","DEMOCRAT",1233
2024,"Rhode Island","County 0839","REPUBLICAN",19192
2024,"Rhode Island","County 0839","DEMOCRAT",19973
2024,"South Carolina","County 0840","REPUBLICAN",1547
2024,"South Carolina","County 0840","DEMOCRAT",1338
2024,"South Dakota","County 0841","REPUBLICAN",3132
2024,"South Dakota","County 0841","DEMOCRAT",653
2024,"Tennessee","County 0842","REPUBLICAN",10010
2024,"Tennessee","County 0842","DEMOCRAT",8675
2024,"Texas","County 0843","REPUBLICAN",6536
2024,"Texas","County 0843","DEMOCRAT",1520
2024,"Utah","County 0844","REPUBLICAN",7955
2024,"Utah","County 0844","DEMOCRAT",2093
2024,"Vermont","County 0845","REPUBLICAN",215
2024,"Vermont","County 0845","DEMOCRAT",250
2024,"Virginia","County 0846","REPUBLICAN",12625
2024,"Virginia","County 0846","DEMOCRAT",5690
2024,"Washington","County 0847","REPUBLICAN",7850
2024,"Washington","County 0847","DEMOCRAT",4531
2024,"West Virginia","County 0848","REPUBLICAN",8296
2024,"West Virginia","County 0848","DEMOCRAT",11430
2024,"Wisconsin","County 0849","REPUBLICAN",1615
2024,"Wisconsin","County 0849","DEMOCRAT",616
2024,"Wyoming","County 0850","REPUBLICAN",6154
2024,"Wyoming","County 0850","DEMOCRAT",1781
2024,"Alabama","County 0851","REPUBLICAN",1927
2024,"Alabama","County 0851","DEMOCRAT",863
2024,"Alaska","County 0852","REPUBLICAN",10572
2024,"Alaska","County 0852","DEMOCRAT",1481
2024,"Arizona","County 0853","REPUBLICAN",47189
2024,"Arizona","County 0853","DEMOCRAT",14606
2024,"Arkansas","County 0854","REPUBLICAN",723
2024,"Arkansas","County 0854","DEMOCRAT",769
2024,"California","County 0855","REPUBLICAN",4379
2024,"California","County 0855","DEMOCRAT",3171
2024,"Colorado","County 0856","REPUBLICAN",14446
2024,"Colorado","County 0856","DEMOCRAT",2970
2024,"Connecticut","County 0857","REPUBLICAN",654
2024,"Connecticut","County 0857","DEMOCRAT",550
2024,"Delaware","County 0858","REPUBLICAN",355
2024,"Delaware","County 0858","DEMOCRAT",134
2024,"Florida","County 0859","REPUBLICAN",1370
2024,"Florida","County 0859","DEMOCRAT",1140
2024,"Georgia","County 0860","REPUBLICAN",595
2024,"Georgia","County 0860","DEMOCRAT",377
2024,"Hawaii","County 0861","REPUBLICAN",15617
2024,"Hawaii","County 0861","DEMOCRAT",13716
2024,"Idaho","County 0862","REPUBLICAN",1410
2024,"Idaho","County 0862","DEMOCRAT",970
2024,"Illinois","County 0863","REPUBLICAN",7231
2024,"Illinois","County 0863","DEMOCRAT",1185
2024,"Indiana","County 0864","REPUBLICAN",4396
2024,"Indiana","County 0864","DEMOCRAT",3261
2024,"Iowa","County 0865","REPUBLICAN",6037
2024,"Iowa","County 0865","DEMOCRAT",5151
2024,"Kansas","County 0866","REPUBLICAN",19230
2024,"Kansas","County 0866","DEMOCRAT",9583
2024,"Kentucky","County 0867","REPUBLICAN",6221
2024,"Kentucky","County 0867","DEMOCRAT",3048
2024,"Louisiana","County 0868","REPUBLICAN",9326
2024,"Louisiana","County 0868","DEMOCRAT",1431
2024,"Maine","County 0869","REPUBLICAN",3535
2024,"Maine","County 0869","DEMOCRAT",956
2024,"Maryland","County 0870","REPUBLICAN",937
2024,"Maryland","County 0870","DEMOCRAT",1049
2024,"Massachusetts","County 0871","REPUBLICAN",1349
2024,"Massachusetts","County 0871","DEMOCRAT",743
2024,"Michigan","County 0872","REPUBLICAN",4018
2024,"Michigan","County 0872","DEMOCRAT",5710
2024,"Minnesota","County 0873","REPUBLICAN",6864
2024,"Minnesota","County 0873","DEMOCRAT",2670
2024,"Mississippi","County 0874","REPUBLICAN",1660
2024,"Mississippi","County 0874","DEMOCRAT",754
2024,"Missouri","County 0875","REPUBLICAN",3058
2024,"Missouri","County 0875","DEMOCRAT",1995
2024,"Montana","County 0876","REPUBLICAN",6907
2024,"Montana","County 0876","DEMOCRAT",6697
2024,"Nebraska","County 0877","REPUBLICAN",1849
2024,"Nebraska","County 0877","DEMOCRAT",2150
2024,"Nevada","County 0878","REPUBLICAN",11785
2024,"Nevada","County 0878","DEMOCRAT",3711
2024,"New Hampshire","County 0879","REPUBLICAN",11819
2024,"New Hampshire","County 0879","DEMOCRAT",6957
2024,"New Jersey","County 0880","REPUBLICAN",16717
2024,"New Jersey","County 0880","DEMOCRAT",18246
2024,"New Mexico","County 0881","REPUBLICAN",25817
2024,"New Mexico","County 0881","DEMOCRAT",2579
2024,"New York","County 0882","REPUBLICAN",5868
2024,"New York","County 0882","DEMOCRAT",8540
2024,"North Carolina","County 0883","REPUBLICAN",5957
2024,"North Carolina","County 0883","DEMOCRAT",2637
2024,"North Dakota","County 0884","REPUBLICAN",4069
2024,"North Dakota","County 0884","DEMOCRAT",1447
2024,"Ohio","County 0885","REPUBLICAN",2749
2024,"Ohio","County 0885","DEMOCRAT",1569
2024,"Oklahoma","County 0886","REPUBLICAN",2122
2024,"Oklahoma","County 0886","DEMOCRAT",1023
2024,"Oregon","County 0887","REPUBLICAN",13204
2024,"Oregon","County 0887","DEMOCRAT",10775
2024,"Pennsylvania","County 0888","REPUBLICAN",7435
2024,"Pennsylvania","County 0888","DEMOCRAT",5233
2024,"Rhode Island","County 0889","REPUBLICAN",11329
2024,"Rhode Island","County 0889","DEMOCRAT",7148
2024,"South Carolina","County 0890","REPUBLICAN",7978
2024,"South Carolina","County 0890","DEMOCRAT",3984
2024,"South Dakota","County 0891","REPUBLICAN",4643
2024,"South Dakota","County 0891","DEMOCRAT",3877
2024,"Tennessee","County 0892","REPUBLICAN",3016
2024,"Tennessee","County 0892","DEMOCRAT",1139
2024,"Texas","County 0893","REPUBLICAN",214
2024,"Texas","County 0893","DEMOCRAT",111
2024,"Utah","County 0894","REPUBLICAN",557
2024,"Utah","County 0894","DEMOCRAT",427
2024,"Vermont","County 0895","REPUBLICAN",2577
2024,"Vermont","County 0895","DEMOCRAT",1477
2024,"Virginia","County 0896","REPUBLICAN",3499
2024,"Virginia","County 0896","DEMOCRAT",3023
2024,"Washington","County 0897","REPUBLICAN",5064
2024,"Washington","County 0897","DEMOCRAT",2373
2024,"West Virginia","County 0898","REPUBLICAN",3988
2024,"West Virginia","County 0898","DEMOCRAT",1022
2024,"Wisconsin","County 0899","REPUBLICAN",1582
2024,"Wisconsin","County 0899","DEMOCRAT",878
2024,"Wyoming","County 0900","REPUBLICAN",593
2024,"Wyoming","County 0900","DEMOCRAT",123
2024,"Alabama","County 0901","REPUBLICAN",3769
2024,"Alabama","County 0901","DEMOCRAT",886
2024,"Alaska","County 0902","REPUBLICAN",2165
2024,"Alaska","County 0902","DEMOCRAT",1255
2024,"Arizona","County 0903","REPUBLICAN",7442
2024,"Arizona","County 0903","DEMOCRAT",2190
2024,"Arkansas","County 0904","REPUBLICAN",13780
2024,"Arkansas","County 0904","DEMOCRAT",22224
2024,"California","County 0905","REPUBLICAN",3559
2024,"California","County 0905","DEMOCRAT",593
2024,"Colorado","County 0906","REPUBLICAN",33951
2024,"Colorado","County 0906","DEMOCRAT",8651
2024,"Connecticut","County 0907","REPUBLICAN",5902
2024,"Connecticut","County 0907","DEMOCRAT",1171
2024,"Delaware","County 0908","REPUBLICAN",1915
2024,"Delaware","County 0908","DEMOCRAT",452
2024,"Florida","County 0909","REPUBLICAN",4069
2024,"Florida","County 0909","DEMOCRAT",4746
2024,"Georgia","County 0910","REPUBLICAN",4577
2024,"Georgia","County 0910","DEMOCRAT",9754
2024,"Hawaii","County 0911","REPUBLICAN",30927
2024,"Hawaii","County 0911","DEMOCRAT",9168
2024,"Idaho","County 0912","REPUBLICAN",9292
2024,"Idaho","County 0912","DEMOCRAT",7058
2024,"Illinois","County 0913","REPUBLICAN",2992
2024,"Illinois","County 0913","DEMOCRAT",2906
2024,"Indiana","County 0914","REPUBLICAN",16370
2024,"Indiana","County 0914","DEMOCRAT",4746
2024,"Iowa","County 0915","REPUBLICAN",2721
2024,"Iowa","County 0915","DEMOCRAT",1879
2024,"Kansas","County 0916","REPUBLICAN",3232
2024,"Kansas","County 0916","DEMOCRAT",1599
2024,"Kentucky","County 0917","REPUBLICAN",7204
2024,"Kentucky","County 0917","DEMOCRAT",7106
2024,"Louisiana","County 0918","REPUBLICAN",10449
2024,"Louisiana","County 0918","DEMOCRAT",8215
2024,"Maine","County 0919","REPUBLICAN",4436
2024,"Maine","County 0919","DEMOCRAT",2857
2024,"Maryland","County 0920","REPUBLICAN",8829
2024,"Maryland","County 0920","DEMOCRAT",2907
2024,"Massachusetts","County 0921","REPUBLICAN",1124
2024,"Massachusetts","County 0921","DEMOCRAT",617
2024,"Michigan","County 0922","REPUBLICAN",5599
2024,"Michigan","County 0922","DEMOCRAT",2914
2024,"Minnesota","County 0923","REPUBLICAN",847
2024,"Minnesota","County 0923","DEMOCRAT",816
2024,"Mississippi","County 0924","REPUBLICAN",8661
2024,"Mississippi","County 0924","DEMOCRAT",6141
2024,"Missouri","County 0925","REPUBLICAN",7553
2024,"Missouri","County 0925","DEMOCRAT",1606
2024,"Montana","County 0926","REPUBLICAN",4288
2024,"Montana","County 0926","DEMOCRAT",3614
2024,"Nebraska","County 0927","REPUBLICAN",11174
2024,"Nebraska","County 0927","DEMOCRAT",1143
2024,"Nevada","County 0928","REPUBLICAN",12547
2024,"Nevada","County 0928","DEMOCRAT",6285
2024,"New Hampshire","County 0929","REPUBLICAN",2419
2024,"New Hampshire","County 0929","DEMOCRAT",1676
2024,"New Jersey","County 0930","REPUBLICAN",20844
2024,"New Jersey","County 0930","DEMOCRAT",18655
2024,"New Mexico","County 0931","REPUBLICAN",7187
2024,"New Mexico","County 0931","DEMOCRAT",7739
2024,"New York","County 0932","REPUBLICAN",10630
2024,"New York","County 0932","DEMOCRAT",14801
2024,"North Carolina","County 0933","REPUBLICAN",10892
2024,"North Carolina","County 0933","DEMOCRAT",3085
2024,"North Dakota","County 0934","REPUBLICAN",3855
2024,"North Dakota","County 0934","DEMOCRAT",974
2024,"Ohio","County 0935","REPUBLICAN",8662
2024,"Ohio","County 0935","DEMOCRAT",7320
2024,"Oklahoma","County 0936","REPUBLICAN",6527
2024,"Oklahoma","County 0936","DEMOCRAT",14958
2024,"Oregon","County 0937","REPUBLICAN",5657
2024,"Oregon","County 0937","DEMOCRAT",2601
2024,"Pennsylvania","County 0938","REPUBLICAN",13839
2024,"Pennsylvania","County 0938","DEMOCRAT",12318
2024,"Rhode Island","County 0939","REPUBLICAN",7355
2024,"Rhode Island","County 0939","DEMOCRAT",3862
2024,"South Carolina","County 0940","REPUBLICAN",33318
2024,"South Carolina","County 0940","DEMOCRAT",28468
2024,"South Dakota","County 0941","REPUBLICAN",4420
2024,"South Dakota","County 0941","DEMOCRAT",3306
2024,"Tennessee","County 0942","REPUBLICAN",3489
2024,"Tennessee","County 0942","DEMOCRAT",8905
2024,"Texas","County 0943","REPUBLICAN",39609
2024,"Texas","County 0943","DEMOCRAT",22730
2024,"Utah","County 0944","REPUBLICAN",19852
2024,"Utah","County 0944","DEMOCRAT",6289
2024,"Vermont","County 0945","REPUBLICAN",30780
2024,"Vermont","County 0945","DEMOCRAT",21455
2024,"Virginia","County 0946","REPUBLICAN",20866
2024,"Virginia","County 0946","DEMOCRAT",17358
2024,"Washington","County 0947","REPUBLICAN",14114
2024,"Washington","County 0947","DEMOCRAT",6241
2024,"West Virginia","County 0948","REPUBLICAN",1137
2024,"West Virginia","County 0948","DEMOCRAT",1332
2024,"Wisconsin","County 0949","REPUBLICAN",27382
2024,"Wisconsin","County 0949","DEMOCRAT",25045
2024,"Wyoming","County 0950","REPUBLICAN",6592
2024,"Wyoming","County 0950","DEMOCRAT",2935
2024,"Alabama","County 0951","REPUBLICAN",8163
2024,"Alabama","County 0951","DEMOCRAT",3691
2024,"Alaska","County 0952","REPUBLICAN",17150
2024,"Alaska","County 0952","DEMOCRAT",34432
2024,"Arizona","County 0953","REPUBLICAN",2421
2024,"Arizona","County 0953","DEMOCRAT",3543
2024,"Arkansas","County 0954","REPUBLICAN",5682
2024,"Arkansas","County 0954","DEMOCRAT",4082
2024,"California","County 0955","REPUBLICAN",1342
2024,"California","County 0955","DEMOCRAT",920
2024,"Colorado","County 0956","REPUBLICAN",11104
2024,"Colorado","County 0956","DEMOCRAT",7440
2024,"Connecticut","County 0957","REPUBLICAN",1637
2024,"Connecticut","County 0957","DEMOCRAT",2160
2024,"Delaware","County 0958","REPUBLICAN",5762
2024,"Delaware","County 0958","DEMOCRAT",4731
2024,"Florida","County 0959","REPUBLICAN",10438
2024,"Florida","County 0959","DEMOCRAT",6472
2024,"Georgia","County 0960","REPUBLICAN",1093
2024,"Georgia","County 0960","DEMOCRAT",1112
2024,"Hawaii","County 0961","REPUBLICAN",1097
2024,"Hawaii","County 0961","DEMOCRAT",975
2024,"Idaho","County 0962","REPUBLICAN",46097
2024,"Idaho","County 0962","DEMOCRAT",17505
2024,"Illinois","County 0963","REPUBLICAN",5002
2024,"Illinois","County 0963","DEMOCRAT",2517
2024,"Indiana","County 0964","REPUBLICAN",9634
2024,"Indiana","County 0964","DEMOCRAT",2588
2024,"Iowa","County 0965","REPUBLICAN",9589
2024,"Iowa","County 0965","DEMOCRAT",5232
2024,"Kansas","County 0966","REPUBLICAN",148978
2024,"Kansas","County 0966","DEMOCRAT",9505
2024,"Kentucky","County 0967","REPUBLICAN",6134
2024,"Kentucky","County 0967","DEMOCRAT",7712
2024,"Louisiana","County 0968","REPUBLICAN",3052
2024,"Louisiana","County 0968","DEMOCRAT",1241
2024,"Maine","County 0969","REPUBLICAN",5027
2024,"Maine","County 0969","DEMOCRAT",1817
2024,"Maryland","County 0970","REPUBLICAN",18246
2024,"Maryland","County 0970","DEMOCRAT",5329
2024,"Massachusetts","County 0971","REPUBLICAN",1045
2024,"Massachusetts","County 0971","DEMOCRAT",408
2024,"Michigan","County 0972","REPUBLICAN",2666
2024,"Michigan","County 0972","DEMOCRAT",1802
2024,"Minnesota","County 0973","REPUBLICAN",17791
2024,"Minnesota","County 0973","DEMOCRAT",8844
2024,"Mississippi","County 0974","REPUBLICAN",1145
2024,"Mississippi","County 0974","DEMOCRAT",504
2024,"Missouri","County 0975","REPUBLICAN",18921
2024,"Missouri","County 0975","DEMOCRAT",7151
2024,"Montana","County 0976","REPUBLICAN",8192
2024,"Montana","County 0976","DEMOCRAT",6608
2024,"Nebraska","County 0977","REPUBLICAN",11312
2024,"Nebraska","County 0977","DEMOCRAT",12494
2024,"Nevada","County 0978","REPUBLICAN",13273
2024,"Nevada","County 0978","DEMOCRAT",8169
2024,"New Hampshire","County 0979","REPUBLICAN",964
2024,"New Hampshire","County 0979","DEMOCRAT",2630
2024,"New Jersey","County 0980","REPUBLICAN",1857
2024,"New Jersey","County 0980","DEMOCRAT",1609
2024,"New Mexico","County 0981","REPUBLICAN",11423
2024,"New Mexico","County 0981","DEMOCRAT",2802
2024,"New York","County 0982","REPUBLICAN",2738
2024,"New York","County 0982","DEMOCRAT",1641
2024,"North Carolina","County 0983","REPUBLICAN",772
2024,"North Carolina","County 0983","DEMOCRAT",578
2024,"North Dakota","County 0984","REPUBLICAN",578
2024,"North Dakota","County 0984","DEMOCRAT",1086
2024,"Ohio","County 0985","REPUBLICAN",1172
2024,"Ohio","County 0985","DEMOCRAT",1437
2024,"Oklahoma","County 0986","REPUBLICAN",12084
2024,"Oklahoma","County 0986","DEMOCRAT",13947
2024,"Oregon","County 0987","REPUBLICAN",4666
2024,"Oregon","County 0987","DEMOCRAT",2217
2024,"Pennsylvania","County 0988","REPUBLICAN",5721
2024,"Pennsylvania","County 0988","DEMOCRAT",3874
2024,"Rhode Island","County 0989","REPUBLICAN",959
2024,"Rhode Island","County 0989","DEMOCRAT",491
2024,"South Carolina","County 0990","REPUBLICAN",21023
2024,"South Carolina","County 0990","DEMOCRAT",16835
2024,"South Dakota","County 0991","REPUBLICAN",6599
2024,"South Dakota","County 0991","DEMOCRAT",3346
2024,"Tennessee","County 0992","REPUBLICAN",10049
2024,"Tennessee","County 0992","DEMOCRAT",3875
2024,"Texas","County 0993","REPUBLICAN",10361
2024,"Texas","County 0993","DEMOCRAT",5813
2024,"Utah","County 0994","REPUBLICAN",8668
2024,"Utah","County 0994","DEMOCRAT",2542
2024,"Vermont","County 0995","REPUBLICAN",9631
2024,"Vermont","County 0995","DEMOCRAT",9015
2024,"Virginia","County 0996","REPUBLICAN",935
2024,"Virginia","County 0996","DEMOCRAT",38
2024,"Washington","County 0997","REPUBLICAN",15262
2024,"Washington","County 0997","DEMOCRAT",13643
2024,"West Virginia","County 0998","REPUBLICAN",11737
2024,"West Virginia","County 0998","DEMOCRAT",20086
2024,"Wisconsin","County 0999","REPUBLICAN",2483
2024,"Wisconsin","County 0999","DEMOCRAT",874
2024,"Wyoming","County 1000","REPUBLICAN",12165
2024,"Wyoming","County 1000","DEMOCRAT",3385
2024,"Alabama","County 1001","REPUBLICAN",1350
2024,"Alabama","County 1001","DEMOCRAT",1249
2024,"Alaska","County 1002","REPUBLICAN",153001
2024,"Alaska","County 1002","DEMOCRAT",133941
2024,"Arizona","County 1003","REPUBLICAN",1815
2024,"Arizona","County 1003","DEMOCRAT",631
2024,"Arkansas","County 1004","REPUBLICAN",2690
2024,"Arkansas","County 1004","DEMOCRAT",1696
2024,"California","County 1005","REPUBLICAN",28160
2024,"California","County 1005","DEMOCRAT",8646
2024,"Colorado","County 1006","REPUBLICAN",4149
2024,"Colorado","County 1006","DEMOCRAT",1381
2024,"Connecticut","County 1007","REPUBLICAN",1036
2024,"Connecticut","County 1007","DEMOCRAT",863
2024,"Delaware","County 1008","REPUBLICAN",13104
